Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q140,Q158,GMSI_1_1,GMSI_2_1,GMSI_3_1,GMSI_4_1,GMSI_5_1,GMSI_6_1,GMSI_7_1,GMSI_8_1,GMSI_9_1,GMSI_10_1,GMSI_11_1,GMSI_12_1,GMSI_13_1,GMSI_14_1,GMSI_15_1,GMSI_16_1,GMSI_17_1,GMSI_18_1,GMSI_19_1,GMSI_20_1,GMSI_21_1,GMSI_22_1,GMSI_23_1,GMSI_24_1,GMSI_25_1,GMSI_26_1,GMSI_27_1,GMSI_28_1,GMSI_29_1,GMSI_30_1,GMSI_31_1,Qcheck,GMSI_32,GMSI_33,GMSI_34,GMSI_35,GMSI_36,GMSI_37,GMSI_38,GMSI_39,PAS_1,PAS_2,PAS_3,PAS_4,PAS_5,PAS_6,PAS_7,PAS_8,PAS_9,PAS_10,PAS_11,PAS_12,PAS_13,PAS_14,PAS_15,PAS_16,PAS_17,PAS_18,PAS_19,PAS_20,PAS_21,PAS_22,PAS_23,PAS_24,PAS_25,PAS_26,PAS_27,PAS_28,PAS_29,PAS_30,PAS_31,PAS_32,PAS_33,PAS_34,PAS_35,PAS_36,PAS_37,PAS_38,PAS_39,PAS_40,PAS_41,PAS_42,PAS_43,PAS_44,PAS_45,PAS_46,PAS_47,PAS_48,PAS_49,PAS_50,PAS_51,PAS_52,PAS_53,PAS_54,PAS_55,PAS_56,catch,PAS_57,PAS_58,PAS_59,PAS_60,PAS_61,catch,PROLIFIC_PID
IP Address,72.178.209.180,100,1504,TRUE,8/1/23 16:54,R_3EAzmYLtV5K9ZlH,,,,,33.8361,-95.1487,anonymous,EN,I agree,5f35a7bf2d5fa01a8f08bbfb,7,5,6,5,5,7,7,6,3,7,2,6,2,2,6,7,3,3,4,7,3,5,2,7,3,6,2,6,7,8,7,2,5-Apr,4-Mar,6-Apr,2,5-Mar,3,60-90 minutes,guitar,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5f35a7bf2d5fa01a8f08bbfb
IP Address,174.192.69.243,100,341,TRUE,8/1/23 16:57,R_3UJnutQ4s66feh3,,,,,41.8738,-87.9668,anonymous,EN,I agree,5e68defb230fc417cd72d6e6,5,7,3,5,7,6,7,6,1,4,3,7,6,1,4,2,2,7,6,6,2,7,1,6,6,6,4,7,6,5,7,2,5-Apr,4-Mar,11 or more,6-Apr,9-Jun,3,2-3 hours,Violin ,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5e68defb230fc417cd72d6e6
IP Address,166.199.8.80,100,1740,TRUE,8/1/23 16:58,R_2tL12mtaiaWHawX,,,,,47.6034,-122.3414,anonymous,EN,I agree,64559feafbddb5f11010b973,3,5,1,2,5,6,3,3,4,2,6,5,2,7,6,5,7,5,4,5,7,4,7,1,7,5,7,3,1,4,7,2,2,1.5,0,0,2,2,15-30 minutes,Tuba ,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,64559feafbddb5f11010b973
IP Address,108.34.254.161,100,512,TRUE,8/1/23 16:58,R_2woge4xRoh6CIUB,,,,,41.8307,-71.3982,anonymous,EN,I agree,627f448165ed9095fd43cfd1,2,5,4,1,5,6,4,5,2,5,4,6,1,5,4,7,3,6,5,5,4,6,1,3,6,6,7,4,3,4,7,2,0,0,2,0,0,1,60-90 minutes,piano (keyboard),TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,627f448165ed9095fd43cfd1
IP Address,73.129.66.113,100,1025,TRUE,8/1/23 16:59,R_PFZkN6Vw2Vcc3E5,,,,,38.894,-77.0365,anonymous,EN,I agree,5ba5d8b960f3d50001697104,3,7,6,3,7,7,7,7,1,6,1,7,1,4,5,6,1,7,7,7,4,7,1,7,3,7,3,7,6,8,7,2,10 or more,1.5,0,0.5,5-Mar,2,2-3 hours,guitar,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5ba5d8b960f3d50001697104
IP Address,76.32.53.118,100,1209,TRUE,8/1/23 17:02,R_9vpFssB0Cj700AV,,,,,34.0896,-117.8895,anonymous,EN,I agree,62da0d692b89efcaba51846d,5,7,1,4,7,7,5,7,1,6,7,7,1,1,7,7,1,7,7,7,1,7,1,7,3,7,1,7,4,7,7,2,2,4-Mar,2,1,0.5,1,60-90 minutes,Piano,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,62da0d692b89efcaba51846d
IP Address,24.90.202.188,100,743,TRUE,8/1/23 17:02,R_1FSboOfu9AMEdlY,,,,,40.6643,-73.9763,anonymous,EN,I agree,6442e3ecb13f307b6ae70217,3,3,3,4,5,6,5,3,2,2,3,5,3,3,4,6,4,5,5,5,7,5,3,3,4,5,4,4,5,8,5,2,3,4-Mar,0,2,2,1,15-30 minutes,violen,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,6442e3ecb13f307b6ae70217
IP Address,24.140.54.234,100,292,TRUE,8/1/23 17:10,R_2y706pR9HD8cYRi,,,,,40.7986,-81.5449,anonymous,EN,I agree,5a2adf6a8e00a000019864fb,2,3,1,4,3,6,3,5,2,3,5,3,3,6,4,6,4,5,3,6,6,3,5,4,7,5,7,4,3,5,6,2,0,0,2,0,0,0,30-60 minutes,N/A,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5a2adf6a8e00a000019864fb
IP Address,76.142.102.13,100,702,TRUE,8/1/23 17:10,R_1mKnlea8Jh6MCWn,,,,,29.3865,-94.9963,anonymous,EN,I agree,60d9faa609c8dcb9e5e05481,3,6,1,1,7,7,7,6,1,2,4,6,3,4,4,6,3,6,5,7,3,6,3,6,7,6,6,6,2,7,7,2,1,2,0,0,0.5,0,30-60 minutes,Keyboard,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,60d9faa609c8dcb9e5e05481
IP Address,76.23.129.12,100,2136,TRUE,8/1/23 17:15,R_2CpLA4cK5TWpj2u,,,,,42.793,-70.9731,anonymous,EN,I agree,629aaa38fdfc8168501b930e,2,2,2,2,4,6,4,3,1,3,3,4,2,7,2,4,6,5,2,6,6,5,4,5,2,6,7,6,4,5,5,2,3,0.5,0,0,5-Mar,0,2 hours,voice,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,629aaa38fdfc8168501b930e
IP Address,174.105.21.254,100,711,TRUE,8/1/23 17:16,R_1PbjxtKNlsukAn9,,,,,39.9391,-83.0474,anonymous,EN,I agree,5f5be9b21c93d23b442ceb47,2,6,1,5,7,6,7,6,1,4,2,5,3,6,3,4,3,7,5,6,3,7,3,6,7,6,4,5,7,5,5,2,5-Apr,1,1,0,0,0,4 hours or more,My voice,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5f5be9b21c93d23b442ceb47
IP Address,72.86.42.248,100,845,TRUE,8/1/23 17:17,R_10CcKCxgwdD88ZR,,,,,39.1222,-77.5655,anonymous,EN,I agree,5d0fc3b267111c001a633eb8,2,4,3,2,5,5,7,6,2,4,6,7,3,1,6,7,3,5,5,6,2,7,5,6,5,6,4,1,2,4,5,2,5-Apr,0.5,1,2,5-Mar,1,60-90 minutes,piano,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5d0fc3b267111c001a633eb8
IP Address,172.58.128.20,100,930,TRUE,8/1/23 17:19,R_3Pb0Vdq2mZcB1h0,,,,,25.8119,-80.2318,anonymous,EN,I agree,620bdf2aa922fc3f247f706b,7,6,2,1,6,6,5,7,2,4,4,6,5,1,6,5,2,7,6,5,6,7,3,7,5,6,1,5,5,4,7,2,0,0,0,0,0,1,2 hours,FL studio,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,620bdf2aa922fc3f247f706b
IP Address,174.55.253.213,100,355,TRUE,8/1/23 17:19,R_2c6kjhswOfRTVXb,,,,,41.1408,-77.444,anonymous,EN,I agree,57dd186e6598aa0001992616,2,5,1,1,5,6,3,2,5,2,5,4,2,7,2,6,6,7,3,5,7,7,1,3,6,7,7,5,1,4,5,2,0,0,3,0,0,0,15-30 minutes,flute,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,57dd186e6598aa0001992616
IP Address,74.135.6.0,100,3164,TRUE,8/1/23 17:23,R_2UbgJyzwqDm9um6,,,,,39.9914,-83.0034,anonymous,EN,I agree,616f0b4cde85d60d1d2cb938,3,6,5,4,6,6,4,7,2,1,4,6,2,3,4,7,3,6,5,6,5,7,1,5,2,6,3,6,3,4,6,2,9-Jun,4-Mar,3,1,9-Jun,2,15-30 minutes,trombone,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,616f0b4cde85d60d1d2cb938
IP Address,99.16.249.96,100,808,TRUE,8/1/23 17:24,R_3HLznlxwhi5z72c,,,,,33.933,-84.604,anonymous,EN,I agree,5a9b7272f05361000171feef,5,5,1,5,1,7,1,5,1,1,1,4,1,7,4,7,7,7,7,5,7,7,1,5,7,7,7,5,4,4,7,2,0,1,1,0,1,0,30-60 minutes,recorder,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5a9b7272f05361000171feef
IP Address,173.76.55.31,100,755,TRUE,8/1/23 17:27,R_3LjV6nFc30fgvWs,,,,,41.9739,-71.3284,anonymous,EN,I agree,616f315b5e74ca5b9a1d2ca7,2,6,1,2,4,3,1,5,1,1,6,3,5,6,5,7,5,4,4,5,6,5,4,6,4,6,6,5,1,4,7,2,0,0,2,0,0,0,30-60 minutes,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,616f315b5e74ca5b9a1d2ca7
IP Address,73.42.37.216,100,1844,TRUE,8/1/23 17:29,R_VQB7hrC1fgi9vZD,,,,,30.6922,-88.0425,anonymous,EN,I agree,5971640e7ec240000170cb69,3,4,3,2,3,3,1,7,2,1,5,3,5,3,5,7,7,3,4,5,3,1,5,4,5,2,5,5,2,5,5,2,1,2,0,1,1,1,4 hours or more,piano,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5971640e7ec240000170cb69
IP Address,98.184.255.236,100,1980,TRUE,8/1/23 17:32,R_3M39SaO2AS0I8R6,,,,,33.6816,-117.8302,anonymous,EN,I agree,5f7d4a2c5db79d21c7d07240,5,5,2,2,4,5,2,4,3,3,3,5,3,5,4,6,6,4,4,3,6,4,5,5,6,4,6,5,2,5,6,2,9-Jun,0.5,0,6-Apr,9-Jun,1,60-90 minutes,piano,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5f7d4a2c5db79d21c7d07240
IP Address,24.126.14.173,100,2322,TRUE,8/1/23 17:38,R_3O2LVWs0NKDu1IV,,,,,39.3248,-76.6062,anonymous,EN,I agree,5fbd371dc57ae80a38ba00c2,5,3,1,1,2,6,2,7,2,1,2,2,2,6,5,6,7,2,2,6,4,6,5,3,6,5,7,7,2,7,6,2,0,0.5,0,0,0,0,30-60 minutes,voice,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5fbd371dc57ae80a38ba00c2
IP Address,98.19.255.62,100,2169,TRUE,8/1/23 17:41,R_3fIakYFdtn3nnhY,,,,,35.2277,-92.3573,anonymous,EN,I agree,63daca8ae542ff8f19d3099a,2,2,1,2,6,6,7,7,2,3,4,4,3,6,4,5,3,5,5,5,6,6,4,5,7,6,4,4,5,4,7,2,1,1,0,0,0,1,0-15 minutes,guitar,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,63daca8ae542ff8f19d3099a
IP Address,172.250.193.128,100,753,TRUE,8/1/23 17:44,R_1pty2RNyGD0Ct6W,,,,,33.7372,-117.8232,anonymous,EN,I agree,5f8b3c348183d30f91832a2b,1,3,1,1,4,6,1,4,2,1,1,1,2,7,2,4,7,5,1,5,6,4,7,3,7,2,7,2,1,4,6,2,1,1,0,0,1,1,15-30 minutes,flute ,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5f8b3c348183d30f91832a2b
IP Address,73.218.154.254,100,311,TRUE,8/1/23 17:57,R_3q8d27pJ34agAeW,,,,,43.1888,-70.8868,anonymous,EN,I agree,63e52066b0f31aee3860d8c2,3,7,1,1,4,7,1,6,1,3,1,5,1,7,7,7,5,7,5,7,2,5,3,7,7,6,7,7,7,8,7,2,2,1,2,0,0,1,60-90 minutes,Guitar,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,63e52066b0f31aee3860d8c2
IP Address,24.88.213.73,100,364,TRUE,8/1/23 17:58,R_3itg7jFLU9KsZwz,,,,,36.0913,-80.3271,anonymous,EN,I agree,5a89cc2c000dab00018cbd38,2,5,1,1,2,4,1,4,5,1,5,2,5,2,2,6,6,2,2,1,7,3,5,1,7,2,7,5,2,5,4,2,0,0,0,0,0,0,0-15 minutes,none,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5a89cc2c000dab00018cbd38
IP Address,68.4.232.99,100,860,TRUE,8/1/23 18:06,R_1Hq0Lz8Mk0odV9C,,,,,33.7421,-118.3102,anonymous,EN,I agree,55beec67fdf99b6b670922f8,2,4,1,4,5,7,7,4,1,3,2,7,1,1,7,5,2,5,5,6,6,5,4,4,5,7,1,2,6,7,7,2,5-Apr,1,0,0,0,1,0-15 minutes,Drums,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,55beec67fdf99b6b670922f8
